1063469792,R
1063469912,R
1063470032,R
1063470160,R
1063470280,R
1063470400,R
1063470520,R
1063470648,R
1063470888,R
1063471008,R
1063471136,R
1063471376,R
1063471496,R
1063471624,R
1063471744,R
1063471864,R
1063471984,R
1063472112,R
1063472232,R
1063472352,R
1063472472,R
1063472600,R
1063472720,R
1063472840,R
1063473208,R
1063473328,R
1063473448,R
1063473576,R
1063473696,R
1063473816,R
1063473936,R
1063474064,R
1063474184,R
1063474304,R
1063474424,R
1063474552,R
1063474672,R
1063474792,R
1063474912,R
1063475040,R
1063475160,R
1063475280,R
1063475400,R
1063475528,R
1063475648,R
1063475768,R
1063475888,R
1063476016,R
1063476136,R
1063476256,R
1063476376,R
1063476504,R
1063476624,R
1063476744,R
1063476864,R
1063476992,R
1063477112,R
1063636264,R
1063636384,R
1063636504,R
1063636752,R
1063636872,R
1063636992,R
1063637120,R
1063637240,R
1063637480,R
1063637608,R
1063637728,R
1063637848,R
1063637968,R
1063638096,R
1063638216,R
1063638336,R
1063638456,R
1063638584,R
1063638704,R
1063638824,R
1063639072,R
1063639312,R
1063639560,N
1063639680,N
1063640168,N
1063640288,N
1063640408,N
1063640536,N
1063640656,N
1063640896,N
1063641024,N
1063641144,N
1063641264,N
1063641384,N
1063641512,N
1063641752,N
1063641872,N
1063642000,N
1063642120,N
1063642240,N
1063642360,N
1063642488,N
1063642608,N
1063642728,N
1063642848,N
1063642976,N
1063643096,N
1063643216,N
1063643336,N
1063643464,N
1063643584,N
1063643704,N
1063643824,N
1063643952,N
1063644072,N
1063644192,N
1063644312,N
1063644440,N
1063644680,N
1063644800,N
1063645536,N
1063645656,N
1063645776,N
1063645904,N
1063646024,N
1063646144,N
1063646264,N
1063646392,N
1063646512,N
1063646632,N
1063646752,N
1063646880,N
1063647000,N
1063647120,N
1063647240,N
1063647368,N
1063647488,N
1063647608,N
1063647728,N
1063647856,N
1063647976,N
1063648096,N
1063648216,N
1063648344,N
1063648584,N
1063648704,N
1063648832,N
1063648952,N
1063649320,N
1063649440,N
1064583944,N
1064584064,N
1064584312,N
1064584432,N
1064584552,N
1064584800,N
1064584920,N
1064585168,N
1064585288,N
1064585408,N
1064585528,N
1064585656,N
1064585776,N
1064585896,N
1064586016,N
1064586144,N
1064586264,N
1064586384,N
1064586504,N
1064586632,N
1064586752,N
1064586872,N
1064586992,N
1064587120,N
1064587240,N
1064587360,N
1064587480,N
1064587728,N
1064587848,N
1064587968,N
1064588096,N
1064588216,N
1064588336,N
1064588456,N
1064588584,N
1064588704,N
1064588824,N
1064588944,N
1064589312,N
1064589680,N
1064589800,N
1064589920,N
1064590048,N
1064590288,N
1064590408,N
1064590656,N
1064590776,N
1064591024,N
1064591144,N
1064591264,N
1064591384,N
1064591632,N
1064591752,N
1064592000,N
1064592120,N
1064592240,N
1064592360,N
1064592976,N
1064593096,N
1064593216,N
1064593336,N
1064593824,N
1064593952,N
1064594072,N
1064594192,N
1064594800,N
1064595048,N
1064595776,N
1064595904,N
1064596024,N
1064596632,N
1064763840,N
1064763960,N
1064764080,N
1064764696,N
1064764816,N
1064764936,N
1064765056,N
1064765424,N
1064767496,N
1064767624,N
1064767744,N
1064767864,N
1064767984,N
1064768232,N
1064768352,N
1064768472,N
1064768600,N
1064768720,N
1064768840,N
1064769088,N
1064769208,N
1064769328,N
1064769448,N
1064928480,N
1064928728,N
1064928848,N
1064929216,N
1064929704,N
1064930432,N
1064930920,N
1064931040,N
1064931168,N
1064931288,N
1064931408,N
1064931528,N
1064931656,N
1064931776,N
1064932264,N
1064932384,N
1064932504,N
1064932632,N
1064932752,N
1064932872,N
1064932992,N
1064933360,N
1064933480,N
1064933728,N
1064933848,N
1064933968,N
1064934096,N
1064936168,N
1064936288,N
1064936408,N
1064936656,N
1064936776,N
1064936896,N
1064937024,N
1064937144,N
1064937384,N
1064937512,N
1064937632,N
1064937752,N
1064937872,N
1064939824,N
1064939952,N
1064940072,N
1064940192,N
1064940312,N
1064940440,N
1064940560,N
1064940680,N
1064940800,N
1064940928,N
1064941048,N
1064941168,N
1064941288,N
1064941776,N
1064941904,N
1065273256,N
1065273624,N
1065273992,N
1065274232,N
1065274480,N
1065274848,N
1065274968,N
1065275824,N
1065275944,N
1065276064,N
1065276312,N
1065276432,N
1065276552,N
1065276672,N
1065276800,N
1065277160,N
1065277288,N
1065277408,N
1065277648,N
1065277896,N
1065278136,N
1065278264,N
1065278384,N
1065278504,N
1065278624,N
1065278752,N
1065278872,N
1065280824,N
1065281064,N
1065281312,N
1065281552,N
1065281920,N
1065282408,N
1065282528,N
1065445648,N
1065446504,N
1065446624,N
1065446864,N
1065446992,N
1065447112,N
1065447352,N
1065447720,N
1065447840,N
1065448088,N
1065448208,N
1065448456,N
1065448576,N
1065448696,N
1065448816,N
1065448944,N
1065449064,N
1065449304,N
1065449552,N
1065449672,N
1065449792,N
1065449920,N
1065450040,N
1065450160,N
1065450280,N
1065450408,N
1065450528,N
1065450648,N
1065450768,N
1065450896,N
1065451016,N
1065451136,N
1065453088,N
1065453208,N
1065453336,N
1065453456,N
1065453576,N
1065453696,N
1065453824,N
1065453944,N
1065454184,N
1065454312,N
1065454432,N
1065454552,N
1065454672,N
1065454800,N
1065876464,N
1065876592,N
1065876832,N
1065876952,N
1065877080,N
1065877320,N
1065877440,N
1065877568,N
1065877688,N
1065877808,N
1065878544,N
1065878664,N
1065878784,N
1065878904,N
1065879032,N
1065879152,N
1065879272,N
1065879392,N
1065879520,N
1065879760,N
1065879880,N
1065880008,N
1065880128,N
